Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,part_of_day
1900-01-01 21:15:00,Sunday,31-50,Male,Secondary education,Employee,Above 10yr,Small Truck,Governmental,Moderate Vehicle,Recreational areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,4,Moving backward,Passenger,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:50:00,Sunday,18-30,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 20:00:00,Monday,18-30,Male,Secondary education,Employee,2-5yr,Car,Owner,Old Vehicle,Residential areas,other,Hilly Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 18:24:00,Monday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,other,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 09:00:00,Thursday,18-30,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 00:15:00,Sunday,18-30,Female,Primary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Public service areas,Double carriageway (median),Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from driver's nearside,Human Error,Malam
1900-01-01 11:10:00,Tuesday,31-50,Male,Higher education,Employee,1-2yr,Car,Owner,Old Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside-parked vehicles,2,1,Moving forward,Driver or rider,Female,Over 51,3,Student,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 23:35:00,Wednesday,31-50,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 16:32:00,Monday,Over 51,Male,Secondary education,Employee,1-2yr,Large Truck,Owner,Old Vehicle,Commercial areas,Undivided Two way,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,3,4,Moving forward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 00:25:00,Saturday,Over 51,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Commercial areas,Double carriageway (median),Curved Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Collision with roadside objects,2,2,Moving forward,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 16:10:00,Monday,Over 51,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Passenger,Female,18-30,3,Unknown,Normal,Not a Pedestrian,External Factors,Sore
1900-01-01 09:25:00,Tuesday,Over 51,Male,Secondary education,Employee,Above 10yr,Small Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Hilly Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Rainy,Vehicle with vehicle collision,1,4,Junction movement,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:46:00,Thursday,Over 51,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,New Vehicle,Other,other,Steep Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Pedestrian,Male,18-30,2,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 20:16:00,Sunday,31-50,Female,Secondary education,Employee,Above 10yr,Medium Bus,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,5,Moving forward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,External Factors,Malam
1900-01-01 07:19:00,Wednesday,31-50,Male,Secondary education,Owner,2-5yr,Car,Owner,New Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,na,Employee,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 07:46:00,Saturday,18-30,Male,Secondary education,Employee,2-5yr,Car,Governmental,Old Vehicle,Residential areas,other,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 17:45:00,Sunday,18-30,Male,Primary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,other,Flat Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,3,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 09:40:00,Monday,18-30,Male,Secondary education,Employee,5-10yr,Car,Organization,Moderate Vehicle,Other,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Good lighting,Other,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,Under 18,3,Employee,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 12:30:00,Friday,Under 18,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 07:10:00,Tuesday,18-30,Male,Secondary education,Employee,Above 10yr,Large Truck,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,External Factors,Pagi
1900-01-01 12:00:00,Wednesday,Over 51,Male,Primary education,Other,5-10yr,Car,Owner,Moderate Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 13:15:00,Thursday,Over 51,Male,Primary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 09:20:00,Wednesday,31-50,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,18-30,2,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 07:25:00,Friday,18-30,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Human Error,Pagi
1900-01-01 18:48:00,Monday,18-30,Female,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,4,5,Moving forward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 16:55:00,Friday,18-30,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,4,1,Other,Passenger,Male,5,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 09:10:00,Thursday,31-50,Male,Primary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Recreational areas,other,Steep Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Other,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 21:20:00,Wednesday,31-50,Male,Higher education,Employee,1-2yr,Small Bus,Owner,New Vehicle,Other,other,Steep Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Collision with roadside objects,2,3,Moving forward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 12:37:00,Sunday,31-50,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Old Vehicle,Public service areas,Two-way (divided with broken lines road marking),Steep Road,Unknown,Gravel roads,Dry,Good lighting,Clear,Collision with roadside objects,2,3,Moving backward,Driver or rider,Male,Over 51,2,Driver,Normal,Not a Pedestrian,External Factors,Siang
1900-01-01 14:25:00,Tuesday,18-30,Female,Low education,Owner,5-10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 13:40:00,Sunday,31-50,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with pedestrians,1,1,Moving backward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Vehicle Issues,Siang
1900-01-01 15:43:00,Wednesday,Over 51,Male,Secondary education,Employee,Above 10yr,Car,Owner,New Vehicle,Residential areas,Undivided Two way,Steep Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 11:30:00,Thursday,18-30,Male,Primary education,Employee,5-10yr,Large Bus,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 18:35:00,Monday,Over 51,Male,Secondary education,Owner,Above 10yr,Car,Owner,Old Vehicle,Other,other,Flat Road,Other,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,2,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 19:08:00,Tuesday,18-30,Male,Secondary education,Employee,2-5yr,Medium Bus,Owner,New Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Gravel roads,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Female,Under 18,3,Driver,Normal,Unknown or other,Human Error,Malam
1900-01-01 11:02:00,Thursday,31-50,Male,Secondary education,Employee,5-10yr,Small Bus,Owner,Moderate Vehicle,Commercial areas,Double carriageway (median),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,4,Moving forward,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 20:35:00,Saturday,18-30,Female,Primary education,Employee,Above 10yr,Car,Governmental,Moderate Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Other,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 17:41:00,Monday,31-50,Male,Secondary education,Employee,5-10yr,Medium Bus,Organization,Moderate Vehicle,Recreational areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,4,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 05:50:00,Tuesday,31-50,Male,Secondary education,Owner,Above 10yr,Large Truck,Owner,Moderate Vehicle,Public service areas,other,Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Other,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 15:23:00,Wednesday,Over 51,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Public service areas,Double carriageway (median),Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,3,1,Moving backward,Driver or rider,Male,Over 51,2,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 18:34:00,Tuesday,Under 18,Male,Secondary education,Owner,Below 1yr,Car,Owner,Moderate Vehicle,Public service areas,One way,Flat Road,Y Shape,Gravel roads,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,2,4,Moving forward,Pedestrian,Female,Over 51,3,Other,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 19:07:00,Friday,18-30,Male,Primary education,Employee,2-5yr,Small Truck,Owner,Old Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Rollover,1,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 15:30:00,Friday,31-50,Male,Primary education,Owner,Above 10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,4,5,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 20:15:00,Monday,18-30,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,1,Stopping,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 15:40:00,Monday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Old Vehicle,Other,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,1,2,Junction movement,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 07:44:00,Tuesday,18-30,Male,Secondary education,Employee,1-2yr,Car,Organization,Moderate Vehicle,Recreational areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 22:20:00,Friday,31-50,Male,Secondary education,Employee,1-2yr,Medium Bus,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Collision with pedestrians,2,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:01:00,Saturday,Over 51,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,2,3,Moving forward,Driver or rider,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 16:04:00,Thursday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Old Vehicle,Public service areas,Two-way (divided with broken lines road marking),Steep Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 00:36:00,Tuesday,31-50,Male,Primary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 19:45:00,Sunday,31-50,Male,Secondary education,Employee,Above 10yr,Large Truck,Owner,Moderate Vehicle,Recreational areas,other,Steep Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:35:00,Monday,18-30,Male,Secondary education,Owner,2-5yr,Small Truck,Owner,Moderate Vehicle,Commercial areas,Double carriageway (median),Curved Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 15:55:00,Monday,Over 51,Male,Primary education,Employee,2-5yr,Large Truck,Owner,Old Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Female,31-50,3,Employee,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 00:25:00,Sunday,31-50,Male,Primary education,Employee,5-10yr,Large Bus,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Stopping,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 18:50:00,Saturday,31-50,Male,Primary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Other,other,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 13:13:00,Friday,18-30,Female,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Other,One way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving backward,Driver or rider,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
