Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Number_of_vehicles_involved_log,Number_of_casualties_log
20:40:00,Saturday,Dewasa,Male,Junior high school,Employee,Below 1yr,Other,Owner,Above 10yr,No defect,Office areas,Other,Sharp reverse curve,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:08:00,Thursday,Dewasa,Male,Junior high school,Employee,5-10yr,,Owner,Above 10yr,No defect, Church areas,Other,Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,1,1,Stopping,3,Other/Unknown,Serious Injury,0.6931471805599453,0.6931471805599453
19:16:00,Tuesday,Lansia,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Above 10yr,No defect,Office areas,Other,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,2,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
19:16:00,Tuesday,Dewasa,Male,Elementary school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,No defect,Other,Divided Road (Median),Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Overtaking,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
9:55:00,Monday,Lansia,Male,Junior high school,Employee,,Commercial Vehicle,Owner,,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,1.0986122886681096
9:55:00,Monday,Lansia,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Owner,5-10yrs,No defect, Church areas,Other,Tangent road with mountainous terrain and,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,3,Other/Unknown,Slight Injury,1.0986122886681096,1.0986122886681096
19:00:00,Thursday,Dewasa,Male,Junior high school,Owner,1-2yr,Private Vehicle,Owner,1-2yr,,School areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,3,Unsafe Driving,Slight Injury,0.6931471805599453,0.6931471805599453
10:31:00,Sunday,Dewasa,Male,,,,,,,, Church areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
10:31:00,Sunday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,,Office areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
12:37:00,Sunday,Dewasa,Unknown,Elementary school,Owner,2-5yr,Commercial Vehicle,Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Moving Backward,Serious Injury,1.0986122886681096,1.3862943611198906
12:37:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,, Church areas,Other,Steep grade upward with mountainous terrain,Unknown,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Moving Backward,2,Other/Unknown,Serious Injury,1.0986122886681096,1.3862943611198906
12:37:00,Sunday,Lansia,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Governmental,1-2yr,No defect,Other,Divided Road (Median),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,1.3862943611198906
14:51:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,Above 10yr,,Other,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
14:51:00,Sunday,Dewasa,Male,High school,Employee,Above 10yr,Private Vehicle,Organization,5-10yrs,No defect,Office areas,Other,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.0986122886681096
14:51:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Other,Organization,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.0986122886681096
7:50:00,Friday,Dewasa,Male,Elementary school,Employee,1-2yr,,Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Unknown,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
7:50:00,Friday,Dewasa,Male,Junior high school,Employee,,Private Vehicle,Governmental,,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Driving,Slight Injury,1.0986122886681096,0.6931471805599453
20:39:00,Saturday,Dewasa,Male,Elementary school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,2,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.0986122886681096
20:39:00,Saturday,Dewasa,Male,Junior high school,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,No defect, Church areas,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,3,Moving Backward,Slight Injury,1.3862943611198906,1.0986122886681096
20:39:00,Saturday,Dewasa,Male,Above high school,Owner,1-2yr,Private Vehicle,Owner,1-2yr,No defect,,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,2,Turnover,2,Speeding,Slight Injury,1.3862943611198906,1.0986122886681096
20:39:00,Saturday,Dewasa,Male,Junior high school,Owner,5-10yr,Public Transport,Owner,Above 10yr,,  Market areas,Other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,3,Moving Backward,Slight Injury,1.3862943611198906,1.0986122886681096
11:10:00,Tuesday,Dewasa,Male,Above high school,Employee,1-2yr,Private Vehicle,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
11:10:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,5-10yrs,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
17:19:00,Friday,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,,No defect,  Recreational areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,2,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
17:19:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Governmental,,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
16:56:00,Wednesday,Dewasa,Unknown,Junior high school,Employee,2-5yr,,Owner,5-10yrs,No defect, Industrial areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,2,Other/Unknown,Serious Injury,1.0986122886681096,0.6931471805599453
16:56:00,Wednesday,Dewasa,Male,,,,,,,,,Other,Tangent road with flat terrain,Y Shape,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
1:02:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Reckless Driving,Serious Injury,0.6931471805599453,0.6931471805599453
7:46:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Governmental,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
7:46:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,1-2yr,No defect, Industrial areas,Other,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,0.6931471805599453
8:00:00,Wednesday,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside-parked vehicles,3,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
8:00:00,Wednesday,Dewasa,Male,Above high school,Owner,1-2yr,Public Transport,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with animals,3,1,Going straight,3,Moving Backward,Slight Injury,1.3862943611198906,0.6931471805599453
8:00:00,Wednesday,Dewasa,Male,Above high school,Employee,No Licence,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Daylight,Normal,Collision with animals,3,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
18:46:00,Saturday,Unknwon,Female,Junior high school,Employee,1-2yr,Public Transport,Owner,2-5yrs,No defect,Office areas,Divided Road (Median),Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,1,1,Going straight,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,0.6931471805599453
18:42:00,Thursday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with animals,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
8:45:00,Sunday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,1-2yr,No defect,Office areas,Other,Escarpments,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,1,Going straight,3,Other/Unknown,Serious Injury,1.0986122886681096,0.6931471805599453
8:45:00,Sunday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,,No defect,Office areas,One Way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,1,Moving Backward,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
21:40:00,Thursday,Remaja,Male,Junior high school,Owner,5-10yr,Public Transport,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
21:40:00,Thursday,Remaja,Male,Elementary school,Employee,2-5yr,Public Transport,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,2,2,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,1.0986122886681096
18:50:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Collision with animals,2,1,Going straight,2,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
18:50:00,Thursday,Remaja,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,No defect,Residential areas,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Collision with animals,2,1,Going straight,2,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
21:55:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,No defect,Other,One Way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
21:55:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,No defect, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with animals,2,2,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,1.0986122886681096
17:45:00,Friday,Lansia,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,,No defect,  Recreational areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Other,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
17:45:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,,, Industrial areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
8:28:00,Sunday,Dewasa,Male,,,,,,,,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Wet or damp,Daylight,Normal,Collision with animals,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
8:28:00,Sunday,Lansia,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with rolling terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
13:10:00,Monday,Dewasa,Male,Junior high school,Employee,5-10yr,,Owner,2-5yrs,No defect,Office areas,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with animals,2,1,Going straight,3,Overloading & Overcapacity,Slight Injury,1.0986122886681096,0.6931471805599453
13:10:00,Monday,Dewasa,Male,Above high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,No defect,  Market areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with animals,2,1,Going straight,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
13:55:00,Sunday,Dewasa,Male,,,,,,,,Unknown,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.6094379124341003
13:55:00,Sunday,Dewasa,Male,,Employee,1-2yr,Commercial Vehicle,Owner,,No defect, Industrial areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Fall from vehicles,2,4,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.6094379124341003
13:55:00,Sunday,Remaja,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,4,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,1.6094379124341003
13:55:00,Sunday,Remaja,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Governmental,Below 1yr,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,4,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.6094379124341003
17:25:00,Saturday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,No defect,Other,Other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Rollover,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
16:40:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Governmental,,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with animals,1,1,Reversing,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
8:50:00,Tuesday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,1-2yr,No defect,Rural village areas,Other,Gentle horizontal curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with animals,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
18:37:00,Wednesday,Dewasa,Male,High school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,Rural village areas,Other,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Fall from vehicles,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
