Time,Day,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,2-5yrs,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
21:00:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Fatal injury
16:00:00,Wednesday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,1-2yr,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Pedestrian Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
16:00:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,Above 10yr, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Tuesday,18-30,Male,Junior high school,Owner,Above 10yr,Other,Owner,Above 10yr, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Turning,Female,31-50,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
22:00:00,Saturday,31-50,Male,Elementary school,Owner,Above 10yr,Other,Owner,Above 10yr, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Stationary Object Collision,1,1,Moving forward,Female,31-50,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
07:00:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Unknown,2,1,Moving backward,Female,18-30,3,,Normal,Not a Pedestrian,No distancing,Slight Injury
07:00:00,Monday,18-30,Male,Junior high school,Owner,5-10yr,Public (13 - 45 seats),Governmental,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Moving forward,Male,18-30,2,,,Not a Pedestrian,Driving carelessly,Slight Injury
20:00:00,Sunday,31-50,Male,Junior high school,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,1-2yr,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:00:00,Sunday,Unknown,Female,High school,Owner,Above 10yr,Automobile,Owner,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
20:00:00,Saturday,Over 51,Unknown,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Stationary Object Collision,1,1,Moving forward,Male,Over 51,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Thursday,18-30,Unknown,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,Rural village areasOffice areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle Collision,1,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
16:00:00,Wednesday,31-50,Male,Elementary school,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,1,Stopping,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Tuesday,18-30,Male,Junior high school,Owner,Below 1yr,Automobile,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving backward,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Serious Injury
18:00:00,Tuesday,18-30,Male,Junior high school,Owner,2-5yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving backward,Male,Under 18,2,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury
15:00:00,Monday,18-30,Unknown,Junior high school,Owner,2-5yr,Taxi,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Cloudy,Vehicle Collision,1,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Wednesday,Under 18,Unknown,High school,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Unknown,2,2,Unknown,Male,Over 51,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Wednesday,18-30,Unknown,Junior high school,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,2,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
20:00:00,Tuesday,31-50,Male,Junior high school,Owner,Below 1yr,Other,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
20:00:00,Tuesday,31-50,Male,Elementary school,Owner,Above 10yr,Stationwagen,Owner,Unknown,Office areas,,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
17:00:00,Monday,31-50,Unknown,Elementary school,Owner,Below 1yr,Stationwagen,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,Male,Under 18,3,,,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Monday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
20:00:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Female,18-30,2,,,Not a Pedestrian,Changing lane to the left,Serious Injury
22:00:00,Friday,31-50,Male,Junior high school,Owner,5-10yr,Other,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
22:00:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Residential areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Male,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury
22:00:00,Friday,18-30,Male,High school,Owner,5-10yr,Automobile,Owner,2-5yrs,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Unknown,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
15:00:00,Friday,Over 51,Male,Junior high school,Employee,5-10yr,Taxi,Owner,2-5yrs,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,2,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
06:00:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,3,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
06:00:00,Saturday,Over 51,Unknown,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,2-5yrs,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,3,1,Moving forward,Female,18-30,3,Driver,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
06:00:00,Saturday,Over 51,Male,Junior high school,Employee,No Licence,Stationwagen,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,3,1,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
11:00:00,Thursday,Over 51,Male,Above high school,Employee,Below 1yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Other,Normal,Not a Pedestrian,Overloading,Serious Injury
11:00:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,Over 51,2,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
17:00:00,Wednesday,18-30,Unknown,Elementary school,Employee,5-10yr,Other,Owner,Unknown,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (13 - 45 seats),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,2,Stopping,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Wednesday,18-30,Male,High school,Employee,5-10yr,Other,Owner,Unknown,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Unknown,2,2,Moving forward,Male,31-50,2,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
17:00:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
10:00:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Ridden horse,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:00:00,Monday,Over 51,Male,Writing & reading,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
10:00:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Pick up upto 10 Quintal,Owner,Unknown,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
18:00:00,Friday,18-30,Male,Writing & reading,Employee,Below 1yr,Lorry (11 - 40 Quintal),Owner,Unknown,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
17:00:00,Saturday,18-30,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Self-accident,2,2,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:00:00,Saturday,Over 51,Male,Elementary school,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Above 10yr,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle Collision,1,1,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
19:00:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
19:00:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Other,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
