Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity
Morning,Lansia,Male,Owner,2-5yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Other,3,DUI (Drugs/Alcohol),Slight Injury
Morning,Dewasa,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Windy,Stationary Object Collision,1,1,Moving forward,3,Moving Backward,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Turning,3,Unsafe Lane Change,Slight Injury
Morning,Unknwon,Female,Employee,Above 10yr,Public Transport,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Late Night,Dewasa,Male,Employee,5-10yr,,Owner,Urban,One Way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Late Night,Dewasa,Male,Employee,1-2yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury
Morning,Lansia,Male,Employee,5-10yr,,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Lansia,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Morning,Dewasa,Male,Owner,1-2yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Owner,1-2yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Unknwon,Female,Owner,5-10yr,,Owner,Other,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Other,Governmental,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,3,Unsafe Lane Change,Slight Injury
Morning,Unknwon,Female,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Crossing,Other,Dry,Daylight,Normal,Pedestrian Collision,2,1,Exiting,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Owner,Below 1yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Exiting,3,Reckless Driving,Slight Injury
Afternoon,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Governmental,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Moving Backward,Serious Injury
Morning,Dewasa,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Serious Injury
Afternoon,Unknwon,Female,Employee,Above 10yr,Commercial Vehicle,Governmental,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Stopping,3,Moving Backward,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Public Transport,Governmental,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Morning,Dewasa,Male,Owner,Above 10yr,Public Transport,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,3,Unsafe Lane Change,Slight Injury
Evening,Lansia,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Remaja,Male,Employee,1-2yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Evening,Lansia,Male,Employee,1-2yr,Private Vehicle,Owner,Other,Divided Road (Median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Overloading & Overcapacity,Serious Injury
Evening,Dewasa,Male,Employee,1-2yr,Other,Governmental,Other,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Other/Unknown,Serious Injury
Morning,Dewasa,Male,Employee,2-5yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Owner,Above 10yr,Private Vehicle,Owner,Urban,Divided Road (Median),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Urban,Other,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Unsafe Lane Change,Slight Injury
Evening,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Urban,Other,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Other,No Licence,Private Vehicle,Owner,Urban,One Way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Late Night,Lansia,Male,Employee,1-2yr,,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Late Night,Dewasa,Male,Owner,5-10yr,,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Exiting,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Distance & Priority Violation,Slight Injury
Evening,Unknwon,Male,Employee,Above 10yr,Special Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,3,Moving Backward,Slight Injury
Afternoon,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle Collision,2,1,Moving forward,2,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,1-2yr,Other,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Stationary Object Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,3,Moving Backward,Slight Injury
Late Night,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Governmental,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,3,Improper Parking/Exit,Slight Injury
Morning,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving backward,3,Reckless Driving,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Exiting,3,Overloading & Overcapacity,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Private Vehicle,Owner,Public,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,3,Moving forward,3,Improper Parking/Exit,Slight Injury
Morning,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,3,Moving forward,3,Other/Unknown,Slight Injury
Morning,Dewasa,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,3,Moving backward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Owner,2-5yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Stopping,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,Other,Governmental,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Speeding,Slight Injury
Morning,Lansia,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,2,Distance & Priority Violation,Slight Injury
Evening,Lansia,Male,Employee,2-5yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Unknwon,Female,Employee,5-10yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Distance & Priority Violation,Slight Injury
Evening,Unknwon,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Urban,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,2-5yr,Public Transport,Organization,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Stopping,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Other/Unknown,Slight Injury
Morning,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Reckless Driving,Slight Injury
Morning,Dewasa,Male,Employee,1-2yr,Private Vehicle,Organization,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Late Night,Dewasa,Male,Employee,5-10yr,,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Reckless Driving,Slight Injury
Late Night,Dewasa,Male,Employee,2-5yr,Commercial Vehicle,Owner,Urban,Other,Steep grade downward with mountainous terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,3,Unsafe Lane Change,Slight Injury
Evening,Lansia,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,1-2yr,Private Vehicle,Owner,Public,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,No Licence,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Unknwon,Female,Owner,5-10yr,Public Transport,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Unsafe Lane Change,Slight Injury
Late Night,Dewasa,Male,Employee,1-2yr,Public Transport,Owner,Public,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,3,Speeding,Slight Injury
Late Night,Dewasa,Male,Employee,2-5yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Evening,Dewasa,Male,Employee,5-10yr,Public Transport,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Evening,Dewasa,Male,Employee,5-10yr,Public Transport,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Commercial Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Improper Parking/Exit,Slight Injury
Afternoon,Dewasa,Male,Employee,2-5yr,Private Vehicle,Governmental,Urban,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,2,Other/Unknown,Slight Injury
Afternoon,Dewasa,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,4,Moving forward,3,Other/Unknown,Slight Injury
Afternoon,Dewasa,Male,Owner,Above 10yr,,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,4,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,4,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Owner,Above 10yr,Private Vehicle,Owner,Urban,One Way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Moving forward,3,Reckless Driving,Slight Injury
Afternoon,Dewasa,Male,Employee,5-10yr,,Owner,Other,One Way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Afternoon,Dewasa,Male,Owner,5-10yr,,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Distance & Priority Violation,Slight Injury
Morning,Dewasa,Male,Owner,Above 10yr,Private Vehicle,Governmental,Urban,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,2,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Dewasa,Male,Owner,Above 10yr,Private Vehicle,Governmental,Other,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Pedestrian Collision,1,2,Moving forward,3,Reckless Driving,Slight Injury
Morning,Dewasa,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
Morning,Unknwon,Female,Employee,5-10yr,Other,Owner,Urban,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,2,Reckless Driving,Slight Injury
Late Night,Dewasa,Male,Owner,Above 10yr,Other,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Other/Unknown,Slight Injury
Late Night,Dewasa,Male,Owner,Below 1yr,Private Vehicle,Owner,Urban,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Driving,Slight Injury
Evening,Dewasa,Male,Owner,2-5yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,3,Speeding,Serious Injury
Afternoon,Dewasa,Male,Owner,2-5yr,Commercial Vehicle,Owner,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Other/Unknown,Slight Injury
Afternoon,Unknwon,Male,Owner,5-10yr,Commercial Vehicle,Owner,Public,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury
