Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
Morning,Tuesday,18-30,Male,Owner,5-10yr,Automobile,Owner,Residential areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Serious Injury
Morning,Tuesday,18-30,Male,Owner,Below 1yr,Taxi,Owner,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,2,Other,na,na,na,,,Not a Pedestrian,Changing lane to the left,Serious Injury
Morning,Tuesday,18-30,Male,Owner,2-5yr,Taxi,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Tuesday,31-50,Male,Employee,2-5yr,Long lorry,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Afternoon,Wednesday,Unknown,Male,Employee,2-5yr,Lorry (11 - 40 Quintal),Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Afternoon,Wednesday,18-30,Male,Employee,2-5yr,Lorry (11 - 40 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Thursday,31-50,Male,Employee,5-10yr,Long lorry,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Drunk driving,Slight Injury
Night,Thursday,18-30,Male,Employee,5-10yr,Turbo,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Thursday,Over 51,Unknown,Employee,Above 10yr,Long lorry,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle Collision,2,4,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Thursday,Over 51,Male,Employee,5-10yr,Long lorry,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,4,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
Evening,Thursday,Over 51,Male,Employee,5-10yr,Public (13 - 45 seats),Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,4,Moving forward,Male,Under 18,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Thursday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,4,Moving backward,na,na,na,,,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Afternoon,Sunday,Over 51,Male,Owner,5-10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
Evening,Thursday,18-30,Unknown,Owner,5-10yr,Pick up upto 10 Quintal,Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,1,Moving backward,Male,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Thursday,31-50,Male,Employee,5-10yr,Automobile,Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,Over 51,3,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Evening,Thursday,31-50,Male,Employee,Below 1yr,Stationwagen,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Thursday,18-30,Male,Employee,5-10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Thursday,Over 51,Male,Employee,5-10yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,18-30,3,Student,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Thursday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Evening,Thursday,Unknown,Male,Employee,Above 10yr,Long lorry,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
Night,Tuesday,18-30,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,Female,Over 51,3,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Night,Tuesday,31-50,Male,Employee,Above 10yr,Public (13 - 45 seats),Governmental,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving backward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Friday,31-50,Male,Employee,Above 10yr,Lorry (11 - 40 Quintal),Owner,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Other,Normal,Not a Pedestrian,Overtaking,Slight Injury
Morning,Friday,31-50,Male,Employee,Above 10yr,Lorry (11 - 40 Quintal),Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Other,Female,18-30,3,,Normal,Not a Pedestrian,Overloading,Slight Injury
Afternoon,Tuesday,Under 18,Male,Employee,Above 10yr,Pick up upto 10 Quintal,Governmental,  Recreational areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
Afternoon,Tuesday,Under 18,Male,Employee,5-10yr,Automobile,Owner,Other,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Afternoon,Tuesday,Under 18,Male,Employee,2-5yr,Automobile,Owner,Residential areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Wednesday,Over 51,Male,Employee,Below 1yr,Automobile,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,,,Not a Pedestrian,Moving Backward,Serious Injury
Evening,Wednesday,31-50,Male,Employee,Below 1yr,Long lorry,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Serious Injury
Night,Wednesday,18-30,Male,Employee,2-5yr,Long lorry,Owner,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Night,Wednesday,31-50,Male,Employee,Below 1yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Wednesday,Over 51,Unknown,Employee,Below 1yr,Stationwagen,Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Night,Thursday,Over 51,Male,Employee,5-10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Thursday,18-30,Male,Employee,5-10yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Thursday,Over 51,Unknown,Employee,Below 1yr,Special vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
Evening,Tuesday,Under 18,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Tuesday,Unknown,Female,Employee,1-2yr,Pick up upto 10 Quintal,Owner,School areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Night,Saturday,31-50,Male,Employee,Above 10yr,Lorry (11 - 40 Quintal),Governmental,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Saturday,Over 51,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
Morning,Monday,18-30,Male,Employee,Below 1yr,Motorcycle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
Afternoon,Monday,18-30,Male,Employee,2-5yr,Automobile,Governmental,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,18-30,3,,Normal,"Walking along in carriageway, back to traffic",Overloading,Slight Injury
Afternoon,Monday,31-50,Male,Employee,2-5yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Wednesday,31-50,Male,Employee,Above 10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,,Normal,Not a Pedestrian,Improper parking,Slight Injury
Morning,Wednesday,Unknown,Male,Employee,2-5yr,Stationwagen,Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Female,18-30,3,,Normal,Crossing from driver's nearside,Other,Slight Injury
Afternoon,Monday,31-50,Male,Employee,2-5yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,Under 18,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Afternoon,Monday,Unknown,Male,Employee,1-2yr,Public (> 45 seats),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Tuesday,31-50,Male,Employee,5-10yr,Public (> 45 seats),Governmental,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Evening,Tuesday,31-50,Male,Employee,Below 1yr,Stationwagen,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Female,18-30,3,,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overspeed,Slight Injury
Evening,Tuesday,18-30,Male,Employee,Below 1yr,Automobile,Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Driver,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
Evening,Tuesday,Unknown,Male,Employee,5-10yr,Bicycle,Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Friday,18-30,Unknown,Employee,Below 1yr,Automobile,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Evening,Friday,Unknown,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Thursday,Unknown,Male,Employee,2-5yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Evening,Wednesday,Unknown,Male,Employee,1-2yr,Public (13 - 45 seats),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Wednesday,18-30,Male,Employee,5-10yr,Special vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,18-30,2,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Evening,Wednesday,Unknown,Unknown,Employee,Below 1yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
Evening,Friday,18-30,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Evening,Friday,Unknown,Female,Owner,5-10yr,Automobile,Owner,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Friday,31-50,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Residential areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Friday,Over 51,Unknown,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Evening,Saturday,31-50,Male,Owner,5-10yr,Public (12 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury
