Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Day
17:00:00,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,Above 10yr,Other,other,Straight,Crossing,Other,Dry,Daylight,Normal,Vehicle Collision,2,6,Moving forward,Male,Under 18,3,Deaf,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
13:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Non-Motorized,Owner,Unknown,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Unknown,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
13:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,Church areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
17:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,Office areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Serious Injury,Friday
17:00:00,Dewasa,Male,Elementary school,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,Church areas,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Stopping,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Friday
09:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Other,Slight Injury,Wednesday
09:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Other,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,Under 18,2,unknown,Unknown or other,Driving carelessly,Slight Injury,Wednesday
16:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,1-2yr,School areas,other,Mountainous,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
16:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Friday
22:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,Below 1yr,Other,other,Mountainous,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Pedestrian Collision,1,2,Moving forward,Male,Under 18,2,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Thursday
22:00:00,Dewasa,Male,High school,Employee,Below 1yr,Public Transport,Owner,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,2,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Thursday
14:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Unknown,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Thursday
14:00:00,Lansia,Male,Junior high school,Employee,Below 1yr,Public Transport,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,1,Moving forward,Male,Under 18,2,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Unsafe Lane Change,Slight Injury,Thursday
14:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
17:00:00,Lansia,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Other,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,Over 51,3,unknown,Not a Pedestrian,Speeding,Slight Injury,Wednesday
17:00:00,Lansia,Female,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Church areas,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Female,31-50,3,unknown,Unknown or other,No Distance,Slight Injury,Wednesday
14:00:00,Lansia,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,4,Moving forward,Female,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
14:00:00,Lansia,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,Above 10yr,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,4,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
14:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Other,Undivided Two way,Unknown,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,4,Unknown,unknown,unknown,unknown,unknown,Not a Pedestrian,Improper Parking/Exit,Slight Injury,Thursday
14:00:00,Remaja,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,2-5yrs,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,4,Moving forward,Male,31-50,2,unknown,Not a Pedestrian,Other,Slight Injury,Thursday
16:00:00,Unknwon,Female,Illiterate,Employee,2-5yr,Private Vehicle,Owner,Unknown,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,2,Normal,Not a Pedestrian,Other,Slight Injury,Wednesday
16:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
20:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Public Transport,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,2,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Thursday
20:00:00,Remaja,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Mountainous,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving forward,Male,18-30,2,unknown,Not a Pedestrian,Speeding,Serious Injury,Thursday
10:00:00,Lansia,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Governmental,Unknown,School areas,Double carriageway (median),Straight,O Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Monday
10:00:00,Lansia,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Mountainous,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Serious Injury,Monday
20:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
20:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Private Vehicle,Governmental,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,Female,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
16:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Train Collision,2,1,Moving forward,Female,18-30,3,Other,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
16:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Exiting,unknown,unknown,unknown,Blind,Not a Pedestrian,Speeding,Slight Injury,Saturday
09:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Governmental,Unknown,Residential areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Other,Slight Injury,Friday
09:00:00,Dewasa,Male,Junior high school,Owner,Above 10yr,Public Transport,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
09:00:00,Dewasa,Male,Junior high school,Employee,unknown,Other,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,Speeding,Slight Injury,Friday
09:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Below 1yr,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unknown,Slight Injury,Friday
16:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Organization,1-2yr,Church areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
16:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,Under 18,2,Normal,Not a Pedestrian,No Distance,Slight Injury,Sunday
16:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,1-2yr,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury,Sunday
13:00:00,Dewasa,Male,High school,Owner,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,2,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Thursday
13:00:00,Dewasa,Unknown,Junior high school,Employee,Above 10yr,Other,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Male,Over 51,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
08:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,3,2,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Wednesday
08:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Residential areas,Double carriageway (median),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,3,2,Moving forward,Female,31-50,2,unknown,Not a Pedestrian,Speeding,Serious Injury,Wednesday
08:00:00,Dewasa,Male,High school,Owner,Above 10yr,Private Vehicle,Owner,Unknown,Church areas,Undivided Two way,Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,Under 18,2,Normal,Crossing from driver's nearside,Driving carelessly,Serious Injury,Wednesday
14:00:00,Dewasa,Male,Elementary school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Tuesday
14:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Tuesday
14:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
14:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Other,Owner,Unknown,Industrial areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Wednesday
09:00:00,Dewasa,Male,Above high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
09:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
09:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,5-10yrs,Church areas,other,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
10:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,Church areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Reckless Driving,Serious Injury,Tuesday
14:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
14:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,Other,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Under 18,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
11:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Governmental,2-5yrs,Recreational areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
11:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Male,18-30,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
12:00:00,Dewasa,Male,Above high school,Employee,5-10yr,Other,Owner,5-10yrs,Office areas,Undivided Two way,Straight,No junction,Other,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving forward,Male,18-30,2,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Sunday
16:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
16:00:00,Dewasa,Unknown,Elementary school,Owner,Below 1yr,Private Vehicle,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,Female,Over 51,3,unknown,Not a Pedestrian,No Distance,Slight Injury,Friday
13:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Undivided Two way,Unknown,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Male,Over 51,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Friday
13:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Friday
09:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Governmental,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Tuesday
09:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Male,Over 51,2,unknown,Not a Pedestrian,No Distance,Slight Injury,Tuesday
22:00:00,Remaja,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,2-5yrs,Residential areas,other,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,1,2,Unknown,Male,Under 18,3,unknown,Not a Pedestrian,No Distance,Slight Injury,Friday
