Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
7:22:00,Thursday,Dewasa,Unknown,Junior high school,Employee,Below 1yr,Other,Governmental,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
7:22:00,Thursday,Lansia,Male,Junior high school,Employee,5-10yr,Private Vehicle,Governmental,Unknown,,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Other,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Turnover,Male,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury
18:30:00,Wednesday,Dewasa,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,,,School areas,Two-way (divided with broken lines road marking),Straight,Other,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,2,1,Reversing,Male,Under 18,3,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury
18:30:00,Wednesday,Dewasa,Male,,Owner,5-10yr,Private Vehicle,Owner,Unknown,,Office areas,Undivided Two way,Straight,Other,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Moving Backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
20:33:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,5-10yrs,,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury
20:33:00,Friday,Dewasa,Male,High school,Employee,2-5yr,Private Vehicle,Owner,,,Other,Double carriageway (median),Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Female,18-30,3,Normal,Not a Pedestrian,Speeding,Slight Injury
17:18:00,Monday,Dewasa,Male,Above high school,Employee,5-10yr,Other,Governmental,,No defect,Other,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,Male,Over 51,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:18:00,Monday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury
11:15:00,Wednesday,Lansia,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Unknown,No defect,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Serious Injury
11:15:00,Wednesday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury
18:45:00,Thursday,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Male,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
18:45:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Other,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Unknown,unknown,unknown,unknown,unknown,Not a Pedestrian,Other,Slight Injury
10:08:00,Sunday,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,,,Office areas,One way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury
10:08:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,Female,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
10:12:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
10:12:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,5-10yrs,,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:16:00,Friday,Dewasa,Male,High school,Employee,Below 1yr,Private Vehicle,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury
17:16:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Male,31-50,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury
19:25:00,Friday,Lansia,Male,High school,Employee,Above 10yr,Private Vehicle,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Moving Backward,Female,Over 51,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury
15:00:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
15:00:00,Thursday,Dewasa,Unknown,High school,Employee,5-10yr,Other,Governmental,,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Turnover,Female,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
15:00:00,Thursday,Unknwon,Female,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,5-10yrs,,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury
17:40:00,Wednesday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,,, Industrial areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,2,Normal,Not a Pedestrian,No Distance,Slight Injury
17:40:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,, Industrial areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Unknown,Female,18-30,3,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Priority Violation,Slight Injury
11:44:00,Sunday,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,,No defect, Church areas,Double carriageway (median),Straight,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,2,Normal,Not a Pedestrian,Moving Backward,Slight Injury
11:44:00,Sunday,Dewasa,Male,Elementary school,Other,5-10yr,Public Transport,Owner,,No defect,Other,Undivided Two way,Straight,O Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
14:20:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
14:20:00,Sunday,Dewasa,Male,High school,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
15:20:00,Saturday,Lansia,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,No defect,Office areas,Undivided Two way,Straight,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,2,Reversing,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
15:20:00,Saturday,Lansia,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Governmental,Below 1yr,,Residential areas,Two-way (divided with broken lines road marking),Straight,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,1,2,Going straight,Male,Under 18,3,unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Improper Parking/Exit,Slight Injury
16:22:00,Friday,Dewasa,Male,Junior high school,Other,Below 1yr,Public Transport,Owner,Unknown,No defect, Industrial areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,4,3,Moving Backward,Female,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
16:22:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,,No defect,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,3,Going straight,Male,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
16:22:00,Friday,Lansia,Male,High school,Owner,5-10yr,Private Vehicle,Owner,,No defect,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,3,Going straight,Male,Under 18,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
16:22:00,Friday,Dewasa,Male,Elementary school,Owner,5-10yr,Commercial Vehicle,Owner,,,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,3,Going straight,Female,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
11:40:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,No defect,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
11:40:00,Sunday,Lansia,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
17:30:00,Thursday,Dewasa,Male,Above high school,Employee,5-10yr,Private Vehicle,Organization,,,Residential areas,other,Straight,Y Shape,Earth roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Turnover,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury
8:04:00,Thursday,Lansia,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Male,Over 51,1,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Unsafe Lane Change,Serious Injury
8:04:00,Thursday,Lansia,Male,,,,Private Vehicle,,,, Church areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury
8:04:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Other,Organization,5-10yrs,,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Moving Backward,Male,18-30,3,unknown,Not a Pedestrian,Priority Violation,Serious Injury
17:00:00,Tuesday,Unknwon,Female,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,,School areas,other,Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
17:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,5-10yrs,, Hospital areas,other,Mountainous,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
17:01:00,Wednesday,Dewasa,Male,Elementary school,Employee,1-2yr,Public Transport,Owner,2-5yrs,,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:01:00,Wednesday,Dewasa,Male,High school,Employee,,Private Vehicle,Owner,,,School areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
17:01:00,Wednesday,Dewasa,Male,Junior high school,Owner,1-2yr,Public Transport,Owner,Above 10yr,No defect,Other,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
5:40:00,Tuesday,Lansia,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,5-10yrs,, Industrial areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
5:40:00,Tuesday,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Turnover,Female,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
20:37:00,Monday,Dewasa,Male,Elementary school,Employee,Above 10yr,Private Vehicle,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Unknown,Earth roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:37:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,No defect,Other,Two-way (divided with broken lines road marking),Straight,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Female,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
20:43:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,No defect,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Male,Over 51,2,Normal,Not a Pedestrian,Speeding,Serious Injury
16:50:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,No defect,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Speeding,Slight Injury
9:24:00,Monday,Lansia,Male,Junior high school,Employee,2-5yr,Private Vehicle,Governmental,,No defect,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Male,31-50,3,Normal,Not a Pedestrian,Other,Slight Injury
9:24:00,Monday,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,,No defect,Residential areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,Under 18,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:22:00,Friday,Lansia,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,,No defect,Office areas,Double carriageway (median),Straight,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Female,31-50,3,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",Priority Violation,Slight Injury
20:22:00,Friday,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,,Other,Undivided Two way,Straight,Unknown,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
15:10:00,Tuesday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,2-5yrs,, Industrial areas,One way,Straight,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Parked,Female,18-30,3,unknown,Not a Pedestrian,No Distance,Serious Injury
