Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
20:00:00,Sunday,18-30,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
20:00:00,Sunday,31-50,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
18:00:00,Thursday,31-50,Male,Employee,2-5yr,Public (13 - 45 seats),Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
20:00:00,Thursday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,2,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
20:00:00,Thursday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,2,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
20:00:00,Thursday,31-50,Male,Owner,1-2yr,Motorcycle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,4,2,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
20:00:00,Thursday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,4,2,Exiting,Female,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury
10:00:00,Wednesday,31-50,Male,Other,5-10yr,Ridden horse,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,3,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Wednesday,31-50,Male,Employee,2-5yr,Automobile,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,3,1,Exiting,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
10:00:00,Wednesday,31-50,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,3,1,Moving forward,Female,31-50,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:00:00,Wednesday,18-30,Male,Employee,5-10yr,Pick up upto 10 Quintal,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
20:00:00,Wednesday,18-30,Male,Employee,2-5yr,Public (> 45 seats),Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
20:00:00,Wednesday,18-30,Male,Employee,No Licence,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
11:00:00,Friday,Over 51,Male,Employee,Above 10yr,Automobile,Owner,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
11:00:00,Friday,31-50,Male,Employee,Above 10yr,Public (12 seats),Owner,School areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Female,Over 51,2,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
11:00:00,Friday,31-50,Male,Employee,5-10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,Under 18,2,Driver,Normal,Unknown or other,No distancing,Slight Injury
16:00:00,Thursday,31-50,Male,Employee,2-5yr,Automobile,Owner,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Employee,Normal,Crossing from driver's nearside,No distancing,Fatal injury
16:00:00,Thursday,18-30,Male,Owner,2-5yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,31-50,2,,,Not a Pedestrian,Changing lane to the right,Fatal injury
13:00:00,Monday,31-50,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
13:00:00,Monday,18-30,Male,Owner,Above 10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
19:00:00,Friday,31-50,Male,Employee,Above 10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overturning,Serious Injury
19:00:00,Friday,31-50,Male,Employee,2-5yr,Public (12 seats),Owner,Other,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
23:00:00,Saturday,Under 18,Male,Employee,2-5yr,Taxi,Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,Female,31-50,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
23:00:00,Saturday,Under 18,Male,Employee,Above 10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,3,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
23:00:00,Saturday,Under 18,Male,Employee,5-10yr,Public (12 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
09:00:00,Wednesday,18-30,Male,Employee,Below 1yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Unknown or other,Changing lane to the right,Serious Injury
15:00:00,Thursday,31-50,Male,Employee,Below 1yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Serious Injury
15:00:00,Thursday,31-50,Male,Employee,Below 1yr,Automobile,Organization, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,,,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
20:00:00,Saturday,Under 18,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
21:00:00,Wednesday,31-50,Male,Owner,5-10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
21:00:00,Wednesday,18-30,Male,Owner,5-10yr,Public (12 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving forward,Male,Under 18,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
21:00:00,Saturday,Under 18,Male,Employee,5-10yr,Automobile,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,Female,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overspeed,Serious Injury
21:00:00,Saturday,Under 18,Male,Employee,2-5yr,Automobile,Owner, Hospital areas,One way,,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
05:00:00,Tuesday,Under 18,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
05:00:00,Tuesday,Under 18,Male,Employee,2-5yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
05:00:00,Tuesday,18-30,Unknown,Employee,Below 1yr,Motorcycle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
09:00:00,Monday,31-50,Male,Employee,2-5yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
09:00:00,Monday,31-50,Male,Employee,2-5yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
18:00:00,Wednesday,Unknown,Female,Employee,2-5yr,Automobile,Owner,Residential areas,,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Wednesday,Under 18,Male,Employee,5-10yr,Automobile,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Overspeed,Slight Injury
16:00:00,Wednesday,Over 51,Male,Employee,5-10yr,Public (> 45 seats),Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Unknown,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
16:00:00,Wednesday,18-30,Male,Employee,5-10yr,Automobile,Governmental,  Market areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Other,2,2,Moving forward,Female,31-50,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
13:00:00,Tuesday,31-50,Male,Owner,5-10yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
13:00:00,Tuesday,Over 51,Male,Employee,2-5yr,Automobile,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Serious Injury
20:00:00,Friday,Unknown,Female,Employee,Below 1yr,Other,Governmental, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
20:00:00,Friday,Under 18,Male,Employee,1-2yr,Stationwagen,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
19:00:00,Friday,Over 51,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
12:00:00,Saturday,Unknown,Female,Employee,Above 10yr,Taxi,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Unknown,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
18:00:00,Wednesday,31-50,Male,Employee,Below 1yr,Other,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving backward,Male,Over 51,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
18:00:00,Wednesday,31-50,Male,Employee,2-5yr,Public (12 seats),Owner,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Wednesday,31-50,Male,Employee,1-2yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Turning,Male,18-30,2,,,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Wednesday,18-30,Male,Employee,5-10yr,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Turning,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
07:00:00,Wednesday,18-30,Male,Owner,Below 1yr,Public (13 - 45 seats),Owner,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,,Not a Pedestrian,No priority to pedestrian,Slight Injury
07:00:00,Wednesday,18-30,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Thursday,Under 18,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Male,18-30,3,Unemployed,Normal,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Thursday,Over 51,Male,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
23:00:00,Saturday,Over 51,Male,Owner,5-10yr,Motorcycle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
00:00:00,Sunday,18-30,Unknown,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,2,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Drunk driving,Serious Injury
00:00:00,Sunday,18-30,Unknown,Owner,Below 1yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,Female,Under 18,3,,,Not a Pedestrian,Moving Backward,Serious Injury
